MediaID,GenreID
34016,35
256961,28
256961,35
256961,10751
353070,80
353070,35
35056,35
35056,28
35056,12
103511,16
103511,35
166666,18
429197,35
429197,18
11033,9648
11033,27
11033,80
11033,53
285783,12
285783,18
285783,53
285783,36
42888,35
42888,18
42888,10749
136503,10764
862491,16
862491,28
862491,80
8867,28
8867,53
11476,18
11476,10752
81322,10765
81322,18
1018403,10751
1018403,35
1018403,16
1018403,12
723072,27
723072,53
723072,9648
43167,10759
43167,16
43167,10765
43167,18
763148,10749
763148,18
16118,9648
16118,18
37851,16
37851,10759
10057,28
10057,12
10057,35
9759,28
9759,53
9762,10402
9762,18
9762,10749
9762,80
745881,27
745881,53
43887,16
43887,10759
43887,10765
43887,10768
1535,28
1535,80
1535,53
9885,27
9885,53
47931,18
47931,28
47931,80
7342,18
7342,27
7342,10770
9035,27
9035,878
9035,35
11806,10751
11806,35
64387,18
6647,10766
6647,18
740952,53
2069,35
2069,80
9766,80
9766,18
153715,35
153715,10751
877957,16
877957,18
877957,14
877957,12
484468,53
484468,28
443,10765
443,10764
21032,10751
21032,16
21032,12
12201,80
12201,18
12201,9648
12201,53
9714,35
9714,10751
12184,18
12184,10749
12184,36
1880,28
1880,53
1880,10752
1880,18
10991,12
10991,14
10991,16
10991,28
10991,10751
1010821,16
1010821,10751
1010821,35
1010821,878
83201,12
83201,16
83201,35
83201,10751
76880,18
173,12
173,18
173,10751
173,14
173,878
173,28
4689,28
4689,18
4689,53
9599,27
9599,878
66,80
66,18
66,28
19185,27
19185,53
539892,878
539892,53
539892,18
539892,9648
11452,35
11452,10749
78173,10751
78173,10762
78173,16
78173,10759
78173,10765
75258,16
75258,10751
75258,14
75258,12
431259,27
431259,53
431259,14
69720,10764
9550,12
9550,18
9550,28
15356,53
15356,80
15356,18
15356,27
103913,18
30703,10764
814800,27
814800,18
814800,53
12914,28
12914,12
12914,878
12914,10770
1712,18
1712,37
809107,10402
809107,14
809107,35
809107,878
809107,10751
809107,10770
693158,878
693158,18
68293,35
68293,18
204519,16
204519,35
204519,10765
10303,12
10303,28
10303,35
10303,10749
875104,28
875104,12
875104,36
875104,18
293646,18
293646,36
315846,18
315846,10751
71672,27
71672,53
4552,18
4552,27
4552,9648
11509,37
6068,12
6068,28
6068,35
6068,10749
4771,80
4771,18
4771,9648
484437,27
64464,18
64464,10765
239571,18
239571,10749
25376,80
25376,9648
25376,53
25376,10749
25376,18
287590,28
287590,16
287590,14
929170,35
300673,28
300673,18
300673,36
300673,53
70435,28
70435,18
70435,53
2142,28
2142,80
2142,18
9651,12
9651,14
9651,28
9651,878
139287,16
139287,35
139287,18
175112,16
175112,10751
10068,10749
10068,18
203202,80
203202,18
203202,9648
398181,80
398181,18
398181,53
12599,12
12599,14
12599,16
12599,878
12599,10751
2163,80
2163,18
2163,9648
2163,53
61345,9648
61345,10759
61345,18
67557,10764
8461,53
8461,27
763329,35
763329,18
301365,53
301365,27
375366,28
375366,27
375366,878
547565,18
547565,27
547565,9648
547565,53
129600,16
129600,10759
4512,28
4512,18
4512,37
90546,16
90546,10765
11013,35
11013,18
11013,10749
637534,53
637534,28
637534,80
701561,10749
91371,99
5236,35
5236,80
5236,9648
5236,53
475430,12
475430,14
475430,878
475430,10751
475430,28
10122,10751
10122,878
10122,12
654,80
654,18
13523,35
13523,12
13523,10749
483,80
483,53
483,10749
3112,80
3112,18
3112,53
277685,27
277685,53
277685,9648
11007,35
11007,10751
382517,16
382517,35
382517,10751
382517,12
4978,18
4978,10751
4978,16
4978,12
824281,35
10304,12
10304,27
10304,28
10304,878
71488,10765
71488,9648
124920,16
124920,35
124920,10762
44305,16
44305,10759
44305,10765
44305,35
759,10402
759,35
759,10749
22897,35
22897,10749
32895,80
32895,18
32895,9648
65332,16
65332,35
65332,18
65332,10765
24150,27
601666,35
601666,80
601666,53
601666,18
39108,16
39108,28
39108,878
284427,53
136418,28
136418,53
22536,18
22536,27
22536,53
10495,28
10495,10751
10495,18
10495,12
13510,27
13510,53
10285,27
1414,80
1414,18
1414,10759
8831,53
8831,878
8831,28
8831,80
2293,10749
2293,35
466282,35
466282,10749
60699,10759
60699,18
217993,16
217993,28
88061,16
209117,10766
209117,35
15357,28
15357,53
15357,80
474392,28
474392,18
474392,12
154887,18
11622,18
11622,10749
11622,35
84105,80
84105,10759
575776,18
575776,27
575776,9648
1615,16
1615,35
1615,10762
1615,10751
20694,16
20694,10751
20694,12
20694,35
228066,18
228066,878
228066,53
334524,12
334524,18
334524,53
117067,10759
117067,80
117067,18
117067,10751
578189,28
578189,80
578189,18
578189,53
59108,28
59108,35
9032,35
9032,18
9405,28
9405,878
379170,80
379170,18
379170,9648
379170,10770
238615,878
238615,9648
238615,53
238615,28
2723,10765
2723,10759
2723,16
9877,27
9877,53
9064,27
9064,53
84977,35
84977,18
1600,18
1600,9648
1600,14
1040885,10770
1040885,53
7364,28
7364,12
7364,35
7364,18
7364,9648
4564,35
4564,18
4564,10749
19389,18
19389,10765
907,18
907,10749
907,10752
88989,18
88989,9648
13417,16
13417,35
13417,10751
519465,18
77240,16
77240,35
77240,18
67667,10759
67667,16
365942,10749
365942,12
365942,878
365942,18
70453,80
70453,18
70453,9648
9757,35
287424,27
287424,18
287424,9648
593655,27
6171,18
6171,27
6171,878
6171,53
111894,10765
111894,18
111616,18
111616,9648
11001,28
11001,35
11001,80
8292,28
8292,80
64752,10762
64752,16
9594,53
9594,28
9594,80
9594,18
50393,16
50393,10751
50393,10770
50393,35
50393,14
473,9648
473,18
473,53
123553,14
123553,28
123553,9648
2976,35
2976,10749
2976,18
8978,53
8978,28
8978,12
8978,80
450001,28
450001,80
450001,18
10156,35
7984,18
462883,35
462883,10751
462883,16
10622,80
10622,28
10622,35
939979,53
939979,80
939979,18
75787,16
65336,16
65336,18
69735,28
69735,16
69735,80
7225,10759
7225,18
7225,10765
753232,28
753232,80
753232,53
9992,12
9992,14
9992,16
9992,10751
84348,53
84348,27
111819,16
111819,10765
111819,10759
111819,35
6279,10402
6279,35
325133,35
108664,18
82883,18
82883,80
67384,80
67384,18
526,12
526,35
526,14
839,28
839,53
839,10770
46923,80
46923,18
46923,9648
55,18
55,53
83119,35
1678,53
1678,27
1678,878
45279,18
45279,16
13648,16
13648,27
13648,28
13648,878
12102,18
10587,35
10587,80
340382,27
340382,878
340382,28
340382,14
467909,18
467909,10402
467909,10749
571468,12
571468,14
571468,18
381890,35
381890,14
381890,10749
13813,28
13813,18
13813,36
13813,10752
81502,18
37645,18
37645,80
37645,53
82149,80
82149,9648
44040,27
44040,9648
44040,53
4858,878
4858,53
4858,9648
459910,18
459910,28
459910,53
477462,27
477462,9648
11649,28
11649,14
11649,878
11649,12
11649,53
10202,14
10202,35
10202,10751
10202,10749
255413,16
255413,18
9825,27
9825,35
9825,28
9825,878
9825,53
9793,27
9793,53
13788,27
13788,53
13788,9648
408648,12
408648,28
408648,16
408648,878
11976,12
11976,14
2044,18
2044,9648
2044,10749
86829,18
86829,10402
741602,53
741602,80
741602,28
643532,80
643532,53
643532,18
4608,35
70649,10765
70649,18
167073,10749
167073,18
1005776,27
1005776,53
673309,18
91768,16
91768,10765
91768,35
91768,18
19404,35
19404,18
19404,10749
218410,10764
2593,80
2593,9648
2593,10759
2593,18
38745,10751
38745,35
38745,12
38745,14
114466,16
114466,10751
11963,53
11963,9648
11963,12
3512,28
3512,53
288,37
9687,10759
9687,18
9687,10765
38810,18
14009,35
14009,10751
294993,18
294993,28
39106,16
39106,28
39106,878
71668,27
71668,53
71668,35
843906,16
843906,35
843906,9648
843906,10751
843906,14
321258,27
321258,53
321258,9648
83100,16
83100,10759
121078,16
121078,35
121078,9648
9395,28
9395,53
458594,28
458594,53
872542,28
872542,53
11495,27
11495,53
11495,878
376290,53
376290,18
195635,18
195635,80
195635,9648
112949,10749
112949,53
11283,14
11283,35
11283,10751
506281,10749
506281,18
506281,37
413518,18
413518,10751
413518,14
438689,80
438689,10749
438689,53
45799,10759
45799,16
5820,28
5820,53
5820,80
46511,9648
46511,18
46511,10759
46511,10765
46511,35
2025,18
16866,16
16866,10751
16866,35
16866,878
16866,12
1090,53
1090,878
1090,9648
1022150,18
11595,53
11595,28
11595,35
11595,80
11595,18
833339,18
833339,27
833339,53
23169,18
23169,10749
2255,35
2255,18
2255,10749
438674,80
438674,28
438674,53
44251,16
44251,28
44251,878
9353,35
9353,10751
75674,28
75674,53
75674,10752
53721,16
53721,35
53721,18
71194,16
71194,10759
71194,35
529983,53
529983,80
87432,16
87432,35
63210,10759
63210,18
63210,10765
1007427,28
1007427,53
1007427,80
129604,10762
129604,16
129604,35
129604,10751
9394,28
9394,35
9394,37
283445,27
213658,16
568091,53
60743,10759
60743,18
60743,10765
33189,10768
33189,99
89572,9648
89572,18
89572,10765
13690,12
13690,16
13690,35
13690,10751
210805,35
267805,28
267805,9648
267805,53
1984,878
1984,18
110420,16
110420,10751
110420,18
110420,14
110420,12
86382,10765
86382,18
746419,10749
746419,35
11418,12
11418,35
11418,10749
564147,28
564147,80
564147,18
96936,18
96936,80
10640,28
10640,12
10640,878
10640,53
66786,10759
66786,18
66786,10765
875279,28
875279,878
486589,16
486589,10749
486589,10751
486589,35
486589,14
228205,18
228205,10749
155421,18
2100,28
2100,18
2100,53
52083,16
52083,35
52083,18
306819,18
1618,10759
1618,16
1618,10765
1019345,10770
1019345,80
1019345,9648
1029446,18
71100,18
90296,80
90296,18
1988,16
1988,10765
1988,10759
14207,12
14207,28
14207,14
522518,10751
522518,12
522518,18
11644,80
11644,18
11644,9648
11644,53
126725,16
126725,35
112160,16
112160,35
2103,18
2103,878
2103,9648
419743,18
419743,10749
864370,27
122081,18
122081,80
9972,28
9972,80
740985,35
61979,10749
61979,18
34766,16
34766,35
34766,10759
39852,80
39852,18
485942,16
485942,28
485942,878
29702,27
29702,9648
29702,53
2114,12
2114,28
2114,14
2114,878
2114,53
2114,10749
2114,16
23047,12
23047,14
23047,28
31947,14
31947,28
31947,12
477489,18
477489,878
477489,53
96444,16
96444,35
96444,10765
339380,18
339380,36
10328,35
10328,18
10328,878
961,35
961,10752
433502,10752
433502,18
433502,10749
542224,14
542224,27
542224,9648
527435,35
527435,12
527435,10751
527435,14
77939,16
77939,10759
77939,18
34791,10759
34791,16
34791,18
34791,10765
136735,18
136735,10765
8991,16
8991,35
8991,10759
87387,10764
16946,99
9427,35
59962,28
59962,35
59962,10749
277217,10751
277217,10402
277217,12
277217,35
277217,14
277217,10770
72113,35
72113,18
321741,18
321741,36
385448,10751
385448,12
385448,14
385448,10749
385448,18
120811,16
120811,10751
120811,12
120811,35
120811,10402
207768,53
207768,27
207768,80
68267,10751
68267,16
68267,10759
68267,35
68267,10765
408220,16
408220,28
408220,14
663260,9648
663260,53
663260,18
83135,10765
83135,9648
83135,18
399366,53
399366,27
399366,18
399366,9648
823609,16
823609,10751
60730,16
60730,35
33852,10765
33852,18
429473,28
429473,53
120452,10759
120452,18
120452,9648
10474,18
10474,80
44865,28
44865,18
44865,36
234004,28
234004,12
234004,16
234004,10751
11232,10749
11232,14
11232,35
99995,16
99995,10759
99995,10765
86838,35
86838,80
60867,10764
400710,18
400710,27
400710,53
9980,27
9980,28
9980,878
69087,80
82328,18
69061,10765
69061,9648
69061,18
71116,9648
71116,18
759054,18
11825,35
11825,80
10110,18
10110,36
10110,10752
157847,18
10835,28
10835,80
10835,18
10835,53
419680,35
83639,18
83639,9648
83639,80
83981,10765
83981,18
581644,28
581644,53
1871,35
1871,80
1871,12
655322,18
655322,10402
549559,99
549559,36
209454,80
209454,18
209454,10759
8836,18
8836,9648
8836,878
8836,53
10015,10752
10015,28
10015,35
10015,18
125949,80
125949,18
353069,35
353069,18
353069,10749
30178,16
30178,35
30178,10751
155441,18
155441,9648
48492,28
48492,12
48492,18
48492,9648
82822,16
82822,35
9946,28
9946,14
9946,27
9946,9648
9530,10751
9530,35
8697,12
8697,28
8697,35
8697,53
10358,35
11829,35
11829,37
492611,27
492611,53
10320,18
10320,27
10320,53
4836,18
4836,53
4836,80
9320,16
783,18
783,36
152760,10752
152760,18
152760,36
152760,28
475215,16
475215,10751
475215,14
475215,12
475215,18
10975,28
10975,12
10975,80
10975,53
46929,16
46929,10751
46929,10402
537055,878
537055,16
9411,80
9411,18
9411,53
65945,10759
65945,16
65945,10765
128876,99
375107,16
375107,10751
375107,12
375107,35
58857,12
58857,18
58857,28
11653,28
11653,12
11653,35
11653,18
11653,14
502416,27
502416,53
470,18
470,80
470,53
438590,878
438590,28
438590,12
438590,10751
829358,27
9884,28
9884,53
9884,18
93741,16
93741,10762
93741,10759
60862,16
60862,10759
60862,10765
513434,35
513434,27
2745,10759
2745,16
2745,35
2745,10765
2745,10762
317744,18
317744,53
21316,16
21316,35
21316,10751
936061,10751
936061,35
936061,14
936061,10770
242512,27
2662,27
2662,80
35464,16
35464,35
35464,10759
35464,10765
12104,10402
12104,18
1551,18
1551,878
1551,27
9678,35
9678,14
1247,18
1247,53
1247,36
10158,35
10158,18
21734,80
21734,53
11127,12
11127,878
11127,28
1362,10751
1362,14
1362,16
1362,12
1362,10770
928123,10752
928123,36
928123,28
928123,18
716532,35
716532,18
716532,10749
34415,18
34415,80
34415,9648
12123,878
12123,28
12123,18
12123,53
80991,10764
18311,80
18311,18
18311,10749
62327,16
62327,10765
62327,10759
62327,35
68814,35
68814,10759
68814,18
10671,28
10671,18
10671,53
11683,27
11683,53
11683,878
61865,18
8676,12
8676,10749
8676,35
436931,10751
436931,16
436931,12
436931,14
62455,18
565743,9648
565743,878
565743,53
565743,18
68295,10762
68295,16
68295,35
68295,10759
68295,10765
934957,80
934957,53
934957,9648
11051,18
727745,10749
727745,35
632617,18
455,35
455,18
455,10749
14282,14
14282,12
14282,16
15655,10751
15655,16
15655,35
566451,16
566451,18
566451,53
566451,14
1281,35
1281,10751
1281,12
87569,99
81357,18
81357,35
81357,80
1481,18
1481,10765
32754,10765
32754,9648
32754,10759
13001,28
13001,12
13001,878
13001,10770
309809,12
309809,16
309809,14
309809,10751
125509,27
125509,53
10436,18
10436,10749
857862,16
857862,878
857862,28
857862,18
24420,18
24420,10749
24420,14
72571,27
72571,9648
156717,28
156717,878
156717,53
73362,35
73362,10766
73362,18
337703,16
337703,18
337703,14
337703,10751
4386,10759
4386,18
51620,28
51620,53
51620,878
647,16
647,28
647,12
647,14
647,878
6499,28
6499,12
6499,10751
6499,14
6499,878
339984,10751
339984,18
80585,35
80585,18
80585,10402
80585,10749
44683,16
44683,12
44683,10751
44683,14
664767,16
664767,28
664767,14
81723,18
9021,14
9021,35
9021,10751
202625,10765
202625,18
1098582,28
10679,28
10679,35
10679,878
1067714,27
1067714,9648
1067714,53
912,16
912,35
912,18
11247,35
11247,10751
11247,10749
11130,35
11130,18
11130,10751
11130,10749
437109,28
437109,18
437109,80
437109,53
437109,12
939243,28
939243,35
939243,10751
939243,878
9559,80
9559,18
9559,53
160588,18
207076,18
207076,10759
2757,35
2757,80
2757,18
9767,10749
9767,35
116727,16
116727,35
116727,9648
26707,16
26707,10765
26707,18
26707,10759
9091,28
606870,36
606870,28
606870,18
9029,35
9029,10749
12556,14
12556,35
12556,10749
9754,28
9754,80
9754,53
23172,28
23172,35
23172,10751
14746,28
4546,35
517116,27
517116,53
87492,18
87492,53
61923,10759
61923,16
61923,35
61923,10765
397422,18
397422,35
553837,16
553837,878
553837,80
553837,9648
553837,10752
11878,18
11878,53
6282,35
6282,18
6282,10402
6282,10749
281,80
281,18
281,878
281,53
9008,18
9008,53
10206,28
10206,35
10206,27
9896,12
9896,35
12600,12
12600,14
12600,16
12600,878
12600,10751
13398,16
13398,18
13398,35
106055,16
106055,35
106055,18
334074,80
334074,28
334074,53
127445,16
127445,35
127445,10762
38242,18
675327,27
675327,28
675327,10752
9454,18
9454,10749
9454,35
581389,18
581389,14
581389,878
15015,16
15015,10751
187596,35
24238,16
24238,35
24238,18
323675,28
323675,35
11335,28
11335,12
11335,35
11335,10751
207878,18
81355,18
136763,16
136763,10765
617762,18
617762,36
617762,35
26973,18
11371,28
11371,80
11371,53
11371,9648
460790,28
460790,16
460790,878
61628,16
61628,10759
61628,10765
10803,28
10803,878
113268,18
113268,9648
113268,10759
379,18
379,53
379,80
17903,18
11258,53
11258,80
11258,28
655082,10749
655082,18
11327,18
11327,80
35690,18
35690,10751
35690,10749
202555,18
202555,80
202555,10759
112624,16
112624,35
112624,10765
21385,12
21385,16
21385,35
21385,10751
581997,16
581997,28
581997,10751
39775,10765
39775,18
788929,18
788929,14
788929,27
491472,18
11454,80
11454,27
11454,53
39451,35
39451,10749
204646,99
204646,80
204646,10764
46922,10759
46922,16
46922,10765
109491,14
109491,18
109491,10749
597316,16
597316,10751
597316,14
597316,35
597316,12
219572,28
219572,80
219572,18
95269,16
95269,9648
95269,35
211261,18
10226,27
10226,53
10226,9648
10851,18
10851,53
10851,80
10851,9648
19566,10765
19566,18
203,18
203,80
1807,80
1807,18
262551,35
81481,18
259072,27
201877,37
201877,80
201877,18
22954,18
22954,36
140823,35
140823,18
140823,36
168530,28
168530,35
28211,18
28211,53
28211,9648
17814,53
17814,28
17814,80
8968,53
8968,27
8968,18
8968,9648
418078,18
418078,27
418078,9648
71715,35
71715,18
71715,80
56832,27
56832,28
56832,878
1884,12
1884,10751
1884,14
1884,878
1884,10770
262543,53
262543,878
193610,35
193610,10749
26389,28
26389,80
26389,53
2116,53
2116,80
2116,18
19542,18
19542,10749
9303,18
9303,53
87784,18
87784,9648
87784,80
8386,35
502425,18
502425,36
502425,53
11344,28
11344,18
11344,80
698128,878
698128,35
9267,35
574982,53
574982,878
574982,28
14372,12
14372,27
14372,28
14372,53
14372,878
18095,16
18095,10751
18095,14
521777,35
2640,35
2640,80
158307,16
158307,10751
158307,35
79218,16
79218,10751
79218,10770
58431,10749
58431,27
58431,35
58431,53
810171,35
810171,10749
70878,16
70878,35
70878,18
227783,16
227783,35
227783,10751
227783,12
618354,16
618354,28
618354,878
56296,18
56296,10765
13187,16
13187,10751
13187,35
13187,10770
258230,18
258230,14
506763,9648
506763,14
506763,12
506763,28
20343,10402
20343,16
20343,10751
64689,80
64689,53
274167,35
56090,16
56090,35
56090,10765
80665,35
80665,16
451915,18
59427,10759
59427,16
59427,10765
16,18
16,80
213681,28
213681,35
213681,80
592834,10751
592834,28
592834,35
2153,28
2153,80
2153,53
50325,16
50325,35
511817,16
511817,35
511817,14
511817,12
4970,27
4970,53
307663,53
307663,878
307663,28
307663,12
11954,27
11954,878
11954,53
41822,10764
569016,28
569016,12
569016,53
877,18
877,10765
934047,18
934047,53
760883,27
760883,53
760883,28
452773,16
452773,12
452773,35
452773,10751
3793,16
3793,10765
3793,35
230222,16
230222,28
230222,12
230222,10751
842927,53
32062,99
45132,35
45132,28
45132,18
16538,35
16538,10749
171274,18
171274,9648
171274,35
10539,12
10539,16
10539,10751
10539,14
1633,18
1633,35
603661,10749
603661,35
93784,18
93784,9648
93784,10765
104699,16
104699,35
104699,10765
104699,10759
294793,53
294793,28
103786,16
103786,35
103786,10751
83314,16
83314,18
119243,35
9576,35
9576,10749
78154,18
376865,878
376865,18
376865,9648
11081,80
11081,53
219298,16
219298,35
219298,18
63401,10751
63401,35
63401,16
63401,10762
216766,35
245916,80
245916,18
245916,9648
245916,53
42297,18
42297,10749
16642,18
16642,10749
403300,18
403300,10752
403300,36
80587,10751
80587,16
80587,35
398929,35
9882,18
9882,28
9882,53
9882,80
74140,18
64572,16
27585,18
20481,27
20481,14
20481,28
95610,35
95610,10749
155631,35
155631,10751
17473,35
17473,18
17473,10749
10336,28
10336,12
10336,14
10336,27
10336,878
10336,53
60726,18
60726,80
60726,9648
60726,10765
11851,28
11851,80
11851,9648
11851,53
864959,12
864959,35
864959,27
864959,10751
31011,878
31011,18
31011,10749
31011,14
59659,18
376570,27
376570,53
368940,16
368940,12
368940,35
368940,10751
114772,16
114772,10762
693113,80
693113,9648
693113,53
693113,28
56351,16
56351,35
56351,18
56351,10765
11230,28
11230,35
3134,80
3134,18
3134,10749
3134,53
9314,18
9314,878
9314,53
49021,28
49021,12
49021,53
64198,10762
64198,16
64198,10751
152792,80
152792,18
152792,53
129063,80
129063,9648
4429,10751
4429,16
4429,35
811592,28
90955,35
90955,18
335360,10751
335360,16
335360,10402
335360,12
335360,14
14506,28
14506,12
14506,35
14506,14
14506,10751
691179,99
1494,28
1494,18
1494,14
74849,14
74849,878
74849,10751
74849,10770
204668,12
66330,18
66330,10765
66330,35
514593,27
514593,53
80389,28
80389,53
80389,80
80389,18
274479,18
274479,35
102088,16
102088,10759
102088,10765
55465,35
86686,9648
86686,10765
597890,878
597890,53
93289,10765
93289,18
71809,10765
71809,10759
1887,18
1887,36
2228,16
2228,35
2228,10751
2228,10765
2228,10762
42878,35
16234,16
16234,10751
16234,28
16234,878
11507,80
11507,9648
11507,53
1360,18
1360,10749
514207,878
514207,18
514207,28
3719,9648
3719,10763
24418,12
24418,14
24418,28
24418,53
33909,18
33909,80
760195,27
760195,18
57663,28
57663,35
10471,35
145135,878
145135,53
145135,27
10774,18
213608,99
128926,18
128926,35
128926,10751
71834,16
71834,35
71834,10765
71834,10759
465086,27
465086,9648
25080,16
25080,35
10437,10402
10437,35
10437,10751
10437,14
10437,18
167,878
167,18
167,9648
75775,16
982543,27
982543,28
393624,53
393624,36
393624,18
15359,28
15359,12
15359,16
15359,14
15359,878
42246,10751
42246,16
42246,35
42246,28
42246,12
20695,16
20695,10765
20695,10759
78199,18
27579,80
27579,18
27579,53
30020,18
418879,18
418879,36
87462,16
87462,35
203474,18
57775,16
57775,35
826753,27
826753,53
11948,18
11948,36
11948,10752
482150,16
482150,18
482150,10402
9920,878
9920,28
9920,53
127289,16
127289,10762
4419,35
4419,10767
10603,12
10603,35
10603,10751
10603,10749
768757,18
768757,10749
351460,80
351460,14
351460,27
351460,53
2642,35
2642,10749
20048,35
20048,10749
93,80
93,18
93,9648
730840,16
730840,14
730840,10751
730840,28
730840,12
6520,28
6520,12
6520,18
6520,10749
9494,35
9494,10749
13851,878
13851,16
13851,28
13851,80
13851,53
126254,18
126254,9648
96481,99
96481,10768
96481,10759
11096,27
11096,9648
16286,10766
16286,35
16286,18
7219,27
88865,16
88865,10759
88865,10765
88865,10768
88865,18
1546,16
1546,10762
1546,35
3053,35
3053,27
10145,53
10145,18
10145,9648
10145,878
2654,27
2654,9648
2654,53
14359,18
83851,18
83851,80
83851,9648
117023,10759
117023,80
117023,18
71689,16
71689,35
71689,10751
71689,10770
71689,12
71689,878
9963,53
9963,18
9963,9648
14873,10751
14873,16
14873,12
1586,9648
1586,53
93256,16
93256,10759
93256,35
93256,10765
93256,10768
960704,28
960704,12
960704,14
9562,28
9562,12
9562,878
763788,28
763788,53
530,16
530,35
530,10751
425972,18
425972,53
425972,27
109443,35
4269,16
4269,10762
4269,10759
4269,10765
9986,35
9986,10751
9986,14
11524,80
11524,53
11524,28
571384,27
571384,9648
571384,53
10787,27
10787,878
61339,16
61339,10765
86340,16
86340,10765
86340,18
96884,16
96884,10759
96884,10765
271706,16
271706,12
271706,14
10022,35
10022,10751
10022,28
175574,16
175574,35
175574,10751
335659,16
335659,18
335659,53
11868,27
76494,10749
76494,35
76494,18
144288,28
144288,12
144288,18
144288,14
144288,16
84661,9648
84661,18
84661,80
121792,16
121792,35
12279,28
12279,12
12279,35
12279,10751
12279,878
201902,35
608826,16
608826,35
608826,10749
608826,18
76148,35
93392,18
93392,10765
10314,35
10314,10749
852448,53
309886,28
309886,53
309886,18
39144,28
39144,16
39144,12
39144,35
39144,14
39144,878
560052,16
560052,12
560052,10751
560052,14
560052,35
302349,28
302349,35
302349,14
302349,878
302349,12
24106,16
24106,18
59941,35
59941,10767
514439,18
379291,878
379291,28
379291,16
379291,12
379291,35
94000,80
94000,18
94000,9648
13205,16
13205,18
13205,10751
345920,18
345920,10749
25475,16
25475,10751
25475,12
25475,14
550231,18
550231,10749
499,18
249,35
249,18
74465,18
74465,35
74465,10751
521034,10751
521034,14
521034,18
80713,35
80713,16
8834,28
8834,18
8834,9648
8834,53
4274,16
14337,878
14337,18
14337,53
256835,16
256835,10751
256835,12
256835,35
455714,18
455714,80
455714,53
455714,35
664236,16
664236,35
664236,10751
664236,12
10012,27
10012,35
15165,16
15165,10751
15165,35
194567,10765
194567,18
194567,10759
11152,27
618162,37
65333,16
65333,10765
65333,35
39100,28
39100,16
39100,878
95594,16
95594,10759
95594,10762
95594,10751
106691,16
106691,35
8869,28
8869,35
8869,27
8869,53
39101,28
39101,16
39101,878
505177,53
11451,35
11451,10751
11451,12
11451,14
11451,10749
46849,18
26318,10759
26318,10765
26318,16
375355,27
375355,53
1071585,878
1071585,27
1071585,35
536115,16
536115,878
536115,28
536115,12
13363,878
13363,18
65568,18
65568,35
75820,18
13757,10402
13757,10751
13757,16
13757,35
70880,16
70880,18
34967,10759
34967,10765
10951,12
10951,28
10951,35
10951,10749
159117,27
159117,53
754452,37
468,18
430155,878
430155,12
430155,28
34188,16
34188,35
34188,18
324560,37
324560,9648
324560,53
324560,18
1965,80
1965,53
1965,18
252838,35
17898,27
96462,18
96462,35
3133,80
3133,18
3133,53
3133,10749
61460,16
61460,35
290864,28
290864,53
290864,80
5038,18
5038,10749
413362,18
413362,80
413362,53
65057,35
65057,18
4141,28
4141,53
4141,35
4141,80
68854,16
68854,18
68854,35
169209,28
169209,18
494407,16
494407,10751
494407,12
494407,14
303858,53
303858,18
88045,16
88045,35
13640,28
13640,16
13640,878
13640,10751
79130,10765
79130,18
2322,35
2322,80
2322,18
749004,18
749004,14
749004,10751
11298,27
125398,10765
770254,16
770254,10751
770254,12
770254,35
82525,80
82525,18
82525,53
67385,10764
197434,80
13002,16
13002,10751
595743,18
595743,28
595743,53
500916,28
618,18
618,36
618,10752
781099,53
297556,878
297556,28
297556,16
297556,12
716258,27
716258,878
716258,53
6878,12
6878,35
6878,18
6878,10751
6878,14
271404,28
271404,878
271404,12
271404,27
10617,28
10617,18
10243,12
10243,18
10047,12
10047,18
10047,28
10047,36
10047,10752
641960,18
47002,18
47002,10749
10246,35
76719,10765
76719,18
602063,28
602063,12
403119,27
403119,53
403119,12
2294,35
725405,18
725405,10749
369557,35
369557,10749
369557,18
369557,10402
152603,18
152603,10749
962571,18
962571,10749
644583,18
644583,53
33234,18
426285,14
426285,28
426285,878
426285,12
15613,878
15613,18
15613,9648
79166,16
79166,35
2632,10751
2632,16
2632,99
209183,18
209183,80
4584,18
4584,10749
398175,28
398175,80
398175,53
9038,35
9038,10749
82209,18
82209,80
1075536,18
10327,35
10327,10749
331962,18
331962,80
331962,53
331962,9648
591275,9648
591275,27
46304,28
46304,14
46304,16
41387,28
41387,35
120155,16
120155,10759
120155,10765
254473,28
254473,80
254473,18
60732,16
60732,35
60732,10759
10536,28
10536,80
10536,35
10536,53
892527,12
892527,35
892527,10751
421473,53
421473,80
751237,27
751237,9648
585077,16
585077,14
585077,12
585077,9648
471498,878
471498,53
471498,27
397,10759
397,18
397,35
14784,12
14784,14
14784,18
39103,28
39103,16
39103,878
1946,28
1946,53
1946,878
1946,27
10294,27
10294,53
45234,10759
45234,16
45234,35
753601,16
753601,10751
11158,12
11158,35
11158,10751
11158,878
84111,10749
84111,35
522,35
522,18
522,36
3083,35
3083,18
9542,27
9542,28
9542,53
9638,27
9638,878
203235,18
203235,80
843633,28
843633,80
843633,53
522212,18
522212,80
522212,36
10586,12
10586,28
10586,53
551,28
551,12
551,53
37290,10759
37290,80
156568,18
828613,10749
828613,35
20126,27
20126,9648
20126,53
118924,99
85727,18
85727,35
507076,27
507076,10402
21561,18
21561,10765
507569,28
507569,12
507569,14
507569,16
371608,27
221121,99
221121,80
589754,14
589754,12
589754,35
58224,35
58224,10751
16780,27
