MediaID,GenreID
817758,10402
324857,28
324857,12
324857,16
324857,878
791373,28
791373,12
791373,14
791373,878
842945,28
271110,12
271110,28
271110,878
842942,80
842942,18
842942,53
223313,18
223313,9648
497698,28
497698,12
497698,878
140607,12
140607,28
140607,878
140607,14
287947,28
287947,35
287947,14
128024,16
128024,10765
128024,10759
10138,12
10138,28
10138,878
208493,16
208493,10765
208493,10759
62,878
62,9648
62,12
329,12
329,878
1893,12
1893,28
1893,878
209112,28
209112,12
209112,14
102899,878
102899,28
102899,12
330459,28
330459,12
330459,878
335977,12
335977,28
99861,28
99861,12
99861,878
138169,18
284054,28
284054,12
284054,878
71912,18
71912,10759
71912,10765
830896,14
830896,12
830896,35
774752,35
774752,878
774752,12
315635,28
315635,12
315635,878
315635,18
94997,10765
94997,18
94997,10759
335984,878
335984,18
9799,28
9799,80
9799,53
475557,80
475557,53
475557,18
1771,28
1771,12
1771,878
1073413,35
1073413,27
1073413,53
203040,16
203040,35
203040,10759
203040,10765
60059,80
60059,18
194704,35
158258,10765
158258,10759
158258,35
158258,18
906221,35
906221,18
906221,10749
762504,27
762504,9648
762504,878
764,27
942922,35
69050,80
69050,18
69050,9648
653851,10752
653851,36
653851,18
1858,12
1858,878
1858,28
862,16
862,12
862,10751
862,35
2190,16
2190,35
10681,16
10681,10751
10681,878
496243,35
496243,53
496243,18
566525,28
566525,12
566525,14
158916,10766
158916,9648
181812,12
181812,28
181812,878
1895,12
1895,28
1895,878
272,28
272,80
272,18
429617,28
429617,12
429617,878
42573,16
42573,35
22,12
22,14
22,28
123856,9648
123856,35
123856,18
900667,16
900667,12
900667,28
900667,14
436969,28
436969,35
436969,12
68721,28
68721,12
68721,878
78,878
78,18
78,53
83121,16
83121,35
83121,18
129,16
129,10751
129,14
387,16
387,35
387,10751
387,10765
370172,12
370172,28
370172,53
672,12
672,14
8587,10751
8587,16
8587,18
293660,28
293660,12
293660,35
75219,18
75219,80
75219,10759
208569,80
208569,18
208569,35
181808,12
181808,28
181808,878
280,28
280,53
280,878
980078,27
980078,53
810389,878
810389,35
810389,12
1418,35
46195,16
46195,35
46195,18
46195,9648
2316,35
524434,878
524434,28
524434,12
972230,35
972230,10749
13,35
13,18
13,10749
438148,16
438148,35
438148,10751
299537,28
299537,12
299537,878
137206,18
100402,28
100402,12
100402,878
674324,18
674324,35
10195,12
10195,14
10195,28
675353,28
675353,12
675353,10751
675353,35
363088,28
363088,12
363088,878
85853,18
85853,9648
85853,80
976573,16
976573,35
976573,10751
976573,14
976573,10749
346698,35
12609,16
12609,10759
12609,10765
920,16
920,12
920,35
920,10751
98,28
98,18
98,12
284052,28
284052,12
284052,14
297802,28
297802,12
297802,14
94617,18
12445,14
12445,12
284053,28
284053,12
284053,14
284053,878
284053,35
85,12
85,28
73833,16
73833,10765
73833,18
210239,18
842544,80
593643,27
593643,53
593643,35
87049,18
76479,10765
76479,10759
9615,28
9615,80
9615,18
9615,53
76341,28
76341,12
76341,878
221869,18
674,12
674,14
674,10751
1724,878
1724,28
1724,12
384018,28
384018,12
384018,35
985939,53
767,12
767,14
558,28
558,12
558,14
673,12
673,14
49026,28
49026,80
49026,18
49026,53
119769,10759
119769,80
119769,18
214997,18
214997,35
1066298,9648
1066298,35
1066298,53
1066298,36
808,16
808,35
808,14
808,12
808,10751
168259,28
168259,53
168259,80
1894,12
1894,28
1894,878
97951,18
97951,80
83867,10765
83867,10759
83867,10768
83867,18
45790,16
45790,10759
45790,10765
98892,35
45782,16
45782,10765
45782,10759
84958,18
84958,10765
19885,80
19885,18
19885,9648
4614,80
4614,18
4614,10759
220150,16
220150,10759
220150,10762
383498,28
383498,35
383498,12
30983,16
30983,35
30983,9648
97890,80
97890,18
348350,878
348350,12
348350,28
624860,878
624860,28
624860,12
207743,16
207743,10759
207743,10765
207743,35
12444,12
12444,14
296271,27
296271,14
296271,878
296271,53
65930,10759
65930,16
65334,10759
65334,16
65334,10762
399566,28
399566,14
399566,878
100049,16
100049,35
952701,18
109445,16
109445,10751
109445,12
109445,14
4233,27
4233,9648
760099,18
14160,16
14160,35
14160,10751
14160,12
71790,80
71790,10759
71790,18
333339,878
333339,12
333339,28
675,12
675,14
675,9648
208713,18
208713,80
49521,28
49521,12
49521,878
873256,10749
873256,35
200732,16
200732,35
200732,18
200732,10765
101,80
101,18
101,28
114410,16
114410,10759
114410,10765
114410,35
1015963,28
1015963,53
1015963,80
1015963,35
312221,18
661374,35
661374,80
661374,9648
157744,18
157744,37
338953,14
338953,12
338953,10751
4194,10759
4194,16
4194,10765
559,14
559,28
559,12
263115,28
263115,18
263115,878
584,28
584,80
584,53
199920,16
199920,35
199920,9648
199920,10765
60574,18
60574,80
882598,27
882598,9648
882598,53
1101799,35
1101799,28
60625,16
60625,35
60625,10765
60625,10759
354912,10751
354912,16
354912,14
354912,10402
354912,35
354912,12
120998,9648
120998,80
564,12
564,28
564,14
12,16
12,10751
104716,10764
156022,53
156022,28
156022,80
635302,16
635302,28
635302,12
635302,14
635302,53
1924,878
1924,28
1924,12
218,28
218,53
218,878
948,27
948,53
20352,10751
20352,16
20352,35
20352,80
766507,53
766507,28
766507,878
41446,27
41446,9648
106646,80
106646,18
106646,35
89,12
89,28
744,10749
744,18
744,28
89393,18
89393,10759
89393,80
269149,16
269149,12
269149,10751
269149,35
890,10765
890,16
890,18
1930,28
1930,12
1930,14
61709,10765
61709,16
61709,10759
61709,35
8656,28
8656,18
8656,878
120089,16
120089,35
120089,10759
70160,878
70160,12
70160,14
200701,18
337339,28
337339,80
337339,53
10144,16
10144,10751
10144,14
46296,18
91314,878
91314,28
91314,12
514999,35
514999,9648
274,80
274,18
274,53
864692,28
864692,12
864692,53
36557,12
36557,28
36557,53
9502,28
9502,12
9502,16
9502,10751
9502,35
535167,878
535167,28
535167,18
424,18
424,36
424,10752
881164,53
881164,18
881164,80
63247,10765
63247,37
208067,16
208067,35
585,16
585,35
585,10751
335787,28
335787,12
135397,28
135397,12
135397,878
135397,53
577922,28
577922,53
577922,878
108284,10765
108284,18
108284,9648
76338,28
76338,12
76338,14
8966,14
8966,18
8966,10749
857,18
857,36
857,10752
47663,10765
578,27
578,53
578,12
51497,28
51497,53
51497,80
667216,27
667216,878
667216,53
655,10765
655,10759
655,18
655,9648
313369,35
313369,18
313369,10749
313369,10402
955991,18
955991,27
1366,18
1366,10749
